epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7679398059844971,0.47837480902671814,0.763878345489502,0.7753763198852539,0.8671875,0.3111804127693176,0.8538461327552795,0.8809523582458496
1,0.8877314925193787,0.2708061635494232,0.8620938658714294,0.9227202534675598,0.9039062261581421,0.2226625382900238,0.8585572838783264,0.9634920358657837
2,0.9201388955116272,0.20727497339248657,0.900184154510498,0.9447236061096191,0.9273437261581421,0.18336716294288635,0.8931186199188232,0.9682539701461792
3,0.9396219253540039,0.16747058928012848,0.9237351417541504,0.9583172798156738,0.9156249761581421,0.2331111878156662,0.9611307382583618,0.8634920716285706
4,0.9473379850387573,0.15297940373420715,0.9289152026176453,0.968725860118866,0.9476562738418579,0.14452913403511047,0.9419152140617371,0.9523809552192688
5,0.9517747163772583,0.1346593052148819,0.9358687400817871,0.9698609113693237,0.9429687261581421,0.1360284388065338,0.9226100444793701,0.9650793671607971
6,0.9523534178733826,0.1271257996559143,0.939827024936676,0.9663572907447815,0.9507812261581421,0.1313995122909546,0.932824432849884,0.9698412418365479
7,0.959876537322998,0.1090879812836647,0.9473684430122375,0.973724901676178,0.9554687738418579,0.11492028087377548,0.9308270812034607,0.9825396537780762
8,0.9618055820465088,0.10582920163869858,0.9519848823547363,0.9725762605667114,0.938281238079071,0.14958864450454712,0.9271317720413208,0.9492063522338867
9,0.9629629850387573,0.10192429274320602,0.9514124393463135,0.9756662845611572,0.960156261920929,0.10627297312021255,0.9617224931716919,0.9571428298950195
10,0.9689428806304932,0.08409253507852554,0.9608662724494934,0.977580189704895,0.9671875238418579,0.09143657237291336,0.9495412707328796,0.9857142567634583
11,0.9697145223617554,0.07845762372016907,0.9613050222396851,0.9787562489509583,0.9671875238418579,0.09926505386829376,0.9711538553237915,0.961904764175415
12,0.9729938507080078,0.0690222755074501,0.9660823345184326,0.9802784323692322,0.9710937738418579,0.09316400438547134,0.9805510640144348,0.9603174328804016
13,0.9718364477157593,0.07024170458316803,0.9625284075737,0.9818533062934875,0.96875,0.1015046089887619,0.9788960814476013,0.9571428298950195
14,0.9739583134651184,0.06860263645648956,0.9672630429267883,0.9810810685157776,0.973437488079071,0.07996155321598053,0.9700315594673157,0.976190447807312
15,0.9816743731498718,0.0500180758535862,0.9774119257926941,0.9860950112342834,0.9781249761581421,0.07322369515895844,0.9688473343849182,0.9873015880584717
16,0.9812885522842407,0.0508422777056694,0.9781190156936646,0.984544038772583,0.971875011920929,0.07998938858509064,0.9541284441947937,0.9904761910438538
17,0.9841821193695068,0.04398801177740097,0.9811755418777466,0.9872438907623291,0.965624988079071,0.09471365064382553,0.9439393877983093,0.9888888597488403
18,0.9855324029922485,0.03780132904648781,0.9823348522186279,0.9887900948524475,0.9789062738418579,0.06836944818496704,0.987075924873352,0.9698412418365479
19,0.988811731338501,0.029832787811756134,0.9869029521942139,0.9907192587852478,0.973437488079071,0.07243193686008453,0.9627329111099243,0.9841269850730896
20,0.9866898059844971,0.03482504189014435,0.9857417941093445,0.9876447916030884,0.975781261920929,0.08216844499111176,0.9614791870117188,0.9904761910438538
21,0.9847608208656311,0.039182476699352264,0.9823076725006104,0.9872438907623291,0.9820312261581421,0.06407411396503448,0.9809825420379639,0.9825396537780762
22,0.9861111044883728,0.035863324999809265,0.982758641242981,0.9895833134651184,0.984375,0.06024741381406784,0.9841269850730896,0.9841269850730896
23,0.9893904328346252,0.029621271416544914,0.9865436553955078,0.992266058921814,0.9828125238418579,0.075742706656456,0.9887459874153137,0.976190447807312
24,0.9899691343307495,0.025233842432498932,0.9884348511695862,0.9914926290512085,0.981249988079071,0.0573834665119648,0.9887096881866455,0.9730158448219299
25,0.9905478358268738,0.025056011974811554,0.9910956025123596,0.9899458885192871,0.984375,0.05818565562367439,0.9841269850730896,0.9841269850730896
26,0.9920910596847534,0.022285431623458862,0.9911333918571472,0.9930475354194641,0.983593761920929,0.06481952220201492,0.9825673699378967,0.9841269850730896
27,0.9901620149612427,0.024817954748868942,0.9895712733268738,0.9907192587852478,0.977343738079071,0.06935881078243256,0.9762282371520996,0.9777777791023254
28,0.9886188507080078,0.030560102313756943,0.986918032169342,0.9903475046157837,0.979687511920929,0.07467858493328094,0.9763407111167908,0.9825396537780762
29,0.9944058656692505,0.015911871567368507,0.9945904016494751,0.9942062497138977,0.983593761920929,0.06835223734378815,0.9841017723083496,0.9825396537780762
30,0.993248462677002,0.01791984587907791,0.9922869205474854,0.994204044342041,0.983593761920929,0.06499873846769333,0.9856459498405457,0.9809523820877075
31,0.9947916865348816,0.014786441810429096,0.9926810264587402,0.9969052076339722,0.9828125238418579,0.07585209608078003,0.9779874086380005,0.9873015880584717
32,0.9909336566925049,0.02520241215825081,0.9907264113426208,0.9911093711853027,0.983593761920929,0.062035687267780304,0.9810426831245422,0.9857142567634583
33,0.993248462677002,0.014615431427955627,0.9922899007797241,0.9942062497138977,0.981249988079071,0.07988861948251724,0.9887096881866455,0.9730158448219299
34,0.9915123581886292,0.021615179255604744,0.9903623461723328,0.9926584362983704,0.973437488079071,0.10862672328948975,0.9885246157646179,0.9571428298950195
