epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8742125034332275,0.29299867153167725,0.8554332256317139,0.897614061832428,0.9208074808120728,0.19717563688755035,0.8742138147354126,0.981176495552063
1,0.9389920234680176,0.15913793444633484,0.9257273077964783,0.9533054232597351,0.9534161686897278,0.10961127281188965,0.9391635060310364,0.9686274528503418
2,0.9502652287483215,0.12481605261564255,0.9423678517341614,0.9581449627876282,0.9536102414131165,0.10755320638418198,0.9352165460586548,0.9737254977226257
3,0.9629890322685242,0.09630021452903748,0.9588313698768616,0.9667754769325256,0.9664208292961121,0.0747857540845871,0.9744511246681213,0.9572548866271973
4,0.9692887663841248,0.07735448330640793,0.9657551050186157,0.9724640250205994,0.9757375717163086,0.05958264693617821,0.9730784296989441,0.9780392050743103
5,0.9760444164276123,0.06359869986772537,0.9742220640182495,0.977483868598938,0.9807841777801514,0.042667027562856674,0.9762922525405884,0.9850980639457703
6,0.9781166911125183,0.05454860255122185,0.976783037185669,0.9790725111961365,0.9800077676773071,0.03997349366545677,0.9796158075332642,0.9800000190734863
7,0.9813494682312012,0.046604499220848083,0.9805184006690979,0.9818319082260132,0.98097825050354,0.043537821620702744,0.9766718745231628,0.9850980639457703
8,0.9824270606040955,0.04542548209428787,0.9820935726165771,0.9824223518371582,0.9813664555549622,0.042942628264427185,0.9778037667274475,0.9847058653831482
9,0.9832974076271057,0.038792047649621964,0.9829303026199341,0.9833416938781738,0.9817546606063843,0.03859449923038483,0.9846093058586121,0.9784313440322876
10,0.9852868318557739,0.036627668887376785,0.9846951365470886,0.9856019020080566,0.9866071343421936,0.030845623463392258,0.982872724533081,0.9901960492134094
11,0.9849966764450073,0.034300174564123154,0.9846861958503723,0.9850159287452698,0.9869953393936157,0.027793310582637787,0.9932458996772766,0.9803921580314636
12,0.9877321124076843,0.028907474130392075,0.9882668256759644,0.9869434237480164,0.9850543737411499,0.029324058443307877,0.987771213054657,0.9819607734680176
13,0.9883123636245728,0.02932862751185894,0.9891824126243591,0.987195611000061,0.9875776171684265,0.029004035517573357,0.9948248267173767,0.9800000190734863
14,0.9881879687309265,0.026431210339069366,0.9882796406745911,0.9878661036491394,0.9899068474769592,0.02411700412631035,0.9932859539985657,0.9862744808197021
15,0.9882294535636902,0.026140790432691574,0.9881141781806946,0.9881141781806946,0.9693322777748108,0.08509290963411331,0.9486121535301208,0.9917647242546082
16,0.9890583753585815,0.025685105472803116,0.9891121983528137,0.9887809753417969,0.9879658222198486,0.023271745070815086,0.9889937043190002,0.9866666793823242
17,0.9893898963928223,0.022770382463932037,0.9903507232666016,0.9881948828697205,0.9879658222198486,0.022512992843985558,0.9836702942848206,0.9921568632125854
18,0.9898043870925903,0.022231554612517357,0.9901164174079895,0.989287793636322,0.98777174949646,0.023607173934578896,0.9825378060340881,0.9929412007331848
19,0.9892241358757019,0.02277412638068199,0.9894490242004395,0.9887866377830505,0.9893245100975037,0.02201138064265251,0.9852197766304016,0.9933333396911621
20,0.9909648299217224,0.02037007547914982,0.9907941818237305,0.9909600615501404,0.9910714030265808,0.020104611292481422,0.9936908483505249,0.9882352948188782
21,0.9904674887657166,0.020695580169558525,0.9904554486274719,0.9902896285057068,0.98777174949646,0.024726200848817825,0.9964072108268738,0.9788235425949097
22,0.9913378357887268,0.019541431218385696,0.9917071461677551,0.9907941818237305,0.9889363646507263,0.020745959132909775,0.9859648942947388,0.9917647242546082
23,0.9910891652107239,0.019662030041217804,0.9910422563552856,0.9909593462944031,0.989130437374115,0.021958136931061745,0.9822118878364563,0.9960784316062927
24,0.9911720752716064,0.020562611520290375,0.9912118911743164,0.9909631013870239,0.9897127151489258,0.023582972586154938,0.9988014101982117,0.9803921580314636
25,0.991462230682373,0.0188779067248106,0.9913800358772278,0.9913800358772278,0.99048912525177,0.019391251727938652,0.9940735101699829,0.9866666793823242
26,0.9916694164276123,0.017176548019051552,0.991959810256958,0.9912126660346985,0.9908773303031921,0.01885179802775383,0.9921352863311768,0.9894117712974548
27,0.9922496676445007,0.01794200949370861,0.9919678568840027,0.9923830032348633,0.9901009202003479,0.021559061482548714,0.9940688014030457,0.9858823418617249
28,0.9919595718383789,0.016699913889169693,0.9913058280944824,0.9924673438072205,0.9893245100975037,0.021068695932626724,0.9936683773994446,0.9847058653831482
29,0.9932029247283936,0.015102884732186794,0.9934662580490112,0.9928009510040283,0.9883540272712708,0.024761036038398743,0.9829325079917908,0.9937254786491394
30,0.9927884340286255,0.01616964489221573,0.9926347732543945,0.9928009510040283,0.9889363646507263,0.020999550819396973,0.9878669381141663,0.9898039102554321
31,0.991710901260376,0.018485646694898605,0.9913843870162964,0.9918821454048157,0.9860248565673828,0.029369298368692398,0.9828526973724365,0.9890196323394775
32,0.9932029247283936,0.01432129181921482,0.9935489296913147,0.9927172064781189,0.9920419454574585,0.018984436988830566,0.9952625632286072,0.9886274337768555
33,0.9924983382225037,0.017107145860791206,0.9923824071884155,0.9924654960632324,0.9899068474769592,0.019008219242095947,0.9875097870826721,0.9921568632125854
34,0.9920839071273804,0.016830405220389366,0.9919631481170654,0.9920462369918823,0.9901009202003479,0.024451343342661858,0.9898079037666321,0.9901960492134094
35,0.993327260017395,0.014089605771005154,0.9932206273078918,0.9933037757873535,0.9916537404060364,0.019386840984225273,0.9867961406707764,0.99647057056427
36,0.9938660264015198,0.012944565154612064,0.9938070178031921,0.9938070178031921,0.9899068474769592,0.020931024104356766,0.9928966164588928,0.9866666793823242
